language,precision,recall,accuracy,f1-score,specificity,samples
af,15.63,93.71,99.79,26.79,99.79,4407
am,92.62,73.14,100,81.74,100,309
ar,99.73,78.29,99.86,87.72,100,68392
as,97.88,83.84,99.98,90.32,100,14681
az,14.63,72.07,99.62,24.32,99.65,9002
be,80.64,55.49,99.92,65.74,99.98,14276
bg,66.48,68.19,99.84,67.33,99.92,25367
bn,51.52,92.88,99.86,66.27,99.87,15806
br,43.92,84.75,99.91,57.86,99.92,7999
ca,35.36,86.75,99.84,50.24,99.85,9969
cs,61.24,85.34,99.46,71.31,99.57,84123
cy,32.71,91.9,99.97,48.25,99.97,1777
da,91.76,79.65,99.83,85.28,99.96,65861
de,99.39,98.22,99.84,98.8,99.96,727114
el,99.58,98.08,99.99,98.82,100,40218
en,98.09,98.6,99.38,98.35,99.56,1986627
eo,98.32,93.59,99.41,95.89,99.87,793577
es,95.93,85.11,99.28,90.19,99.85,415801
et,68.69,81.8,99.97,74.67,99.98,6115
eu,57.91,91.4,99.96,70.9,99.96,6326
fa,98.13,97.19,99.99,97.66,99.99,31457
fi,97.31,84.01,99.74,90.17,99.97,151584
fr,98.67,95.52,99.64,97.07,99.91,673450
fy,13.68,80.03,99.97,23.36,99.97,711
ga,22.99,91.22,99.91,36.73,99.92,2972
gd,39.22,96.38,99.99,55.76,99.99,1050
gl,15.61,75.26,99.71,25.85,99.73,7085
gn,31.45,80.9,99.94,45.3,99.94,3367
gu,81.25,92.86,100,86.67,100,168
ha,80.55,95.57,99.94,87.42,99.95,21821
he,99.95,92.01,99.84,95.81,100,209347
hi,53.99,96.72,99.87,69.3,99.88,15624
hr,12.65,81.54,99.67,21.91,99.68,6006
ht,1.01,92.23,99.91,2,99.91,103
hu,99.64,85.43,99.41,91.99,99.99,421697
hy,99.99,91.26,99.98,95.43,100,29696
id,90.28,93.92,99.96,92.07,99.98,25952
ig,1.12,82.61,99.97,2.2,99.97,46
is,81.11,95.12,99.97,87.56,99.97,13390
it,99.2,88.75,98.95,93.68,99.93,935157
ja,99.99,99.96,100,99.97,100,246319
jv,9.14,57.55,99.92,15.78,99.92,1430
ka,100,84.11,99.99,91.37,100,7074
kk,87.46,60.43,99.98,71.48,100,4385
km,1.19,99.47,98.11,2.36,98.11,2461
kn,86.58,87.42,100,87,100,310
ko,5.92,98.19,97.88,11.17,97.88,14509
ku,54.83,86.27,99.92,67.04,99.93,10281
ky,39.08,61.75,99.99,47.87,100,536
lg,3.55,66,99.96,6.75,99.96,250
li,0.61,42.55,99.97,1.19,99.97,47
ln,48.7,97.59,99.95,64.98,99.95,4781
lo,99.57,100,100,99.78,100,229
lt,98.16,88.03,99.83,92.82,99.98,131515
lv,62.91,85.45,99.92,72.47,99.94,12480
mg,1.68,91.78,99.96,3.31,99.96,73
mk,87.92,59.81,99.65,71.19,99.94,78244
ml,100,91.69,100,95.66,100,878
mn,84.28,87.93,99.99,86.06,100,2792
mr,99.92,92.22,99.94,95.92,100,77592
my,100,48.97,100,65.75,100,584
ne,95.16,81.2,99.99,87.63,100,4500
nl,95.43,91.22,99.76,93.28,99.92,193399
om,0.47,60,99.99,0.94,99.99,10
or,46.99,52.36,100,49.53,100,403
pa,100,94.52,100,97.18,100,219
pl,98.7,85.84,99.81,91.82,99.99,132808
ps,7.24,93.62,99.99,13.44,99.99,47
pt,95.76,91.92,99.5,93.8,99.83,437510
qu,6.37,51.72,99.97,11.34,99.97,435
rm,0.12,69.23,99.86,0.24,99.86,26
ro,80.16,91.64,99.89,85.52,99.92,37205
ru,99.24,71.92,96.95,83.4,99.93,1140746
sa,41.92,57.83,100,48.61,100,166
sd,0.29,83.33,99.98,0.57,99.98,6
si,100,100,100,100,100,75
sk,75.66,66.01,99.86,70.51,99.95,27240
sl,28.92,59.95,99.94,39.01,99.95,3388
so,8.38,83.23,99.99,15.22,99.99,161
sq,49.82,91.83,99.98,64.6,99.98,2633
sr,79.44,33.66,99.64,47.29,99.96,50762
su,1.01,72.5,99.97,2,99.97,40
sv,88.25,93.04,99.9,90.58,99.93,56297
sw,56.58,91.37,99.97,69.88,99.97,4529
ta,100,85.2,100,92.01,100,561
te,100,90.76,100,95.16,100,314
th,100,99.97,100,99.99,100,6827
tl,93.34,95.78,99.92,94.55,99.95,76772
tn,0.85,75.61,99.97,1.68,99.97,41
tr,99.65,80.51,98.63,89.06,99.98,739792
ug,91.2,87.88,99.98,89.51,99.99,7971
uk,97.64,54.25,99.18,69.75,99.98,187391
ur,88.9,97.8,100,93.14,100,2687
uz,17.91,59.59,99.97,27.54,99.97,1163
vi,93.15,99.72,99.98,96.32,99.98,27253
wo,1.48,73.83,99.95,2.89,99.95,107
xh,20.22,70.93,99.99,31.47,99.99,258
yi,88.39,97.62,99.97,92.78,99.97,24553
yo,4.73,83.48,99.98,8.96,99.98,115
zh,99.9,99.93,100,99.92,100,98286
Micro,90.44,88.7,99.8,89.56,99.91,10711896
Macro,62.45,82.89,99.79,63.4,99.91,10711896
