language,precision,recall,accuracy,f1-score,specificity,samples
af,99.3,98.95,99.98,99.13,99.99,2009
am,100,99.8,100,99.9,100,2009
ar,100,99.58,99.97,99.79,100,12054
as,99.95,99.8,100,99.88,100,2009
az,99.85,99.9,100,99.88,100,2009
be,100,95.47,99.96,97.68,100,2009
bg,99.85,97.71,99.98,98.77,100,2009
bn,99.45,99.9,99.99,99.68,99.99,2009
ca,99.6,99.85,99.99,99.73,100,2009
cs,99.2,99,99.98,99.1,99.99,2009
cy,99.9,100,100,99.95,100,2009
da,99.79,96.57,99.96,98.15,100,2009
de,99.65,99.8,99.99,99.73,100,2009
el,100,100,100,100,100,2009
en,93.22,99.95,99.93,96.47,99.93,2009
eo,99.55,99.9,99.99,99.73,100,2009
es,97.57,97.96,99.96,97.76,99.98,2009
et,100,99.1,99.99,99.55,100,2009
eu,99.85,100,100,99.93,100,2009
fa,99.31,100,99.99,99.65,99.99,2009
fi,99.75,98.9,99.99,99.33,100,2009
fr,99.7,99.85,100,99.78,100,2009
ga,99.95,99.9,100,99.93,100,2009
gd,99.85,99.95,100,99.9,100,2009
gl,97.72,96.02,99.94,96.86,99.98,2009
gn,99.75,99.8,100,99.78,100,2009
gu,100,99.95,100,99.98,100,2009
ha,99.7,99.9,100,99.8,100,2009
he,100,99.65,100,99.83,100,2009
hi,92.92,100,99.92,96.33,99.92,2009
hr,98.81,99.3,99.98,99.06,99.99,2009
ht,99.8,100,100,99.9,100,2009
hu,100,99.5,100,99.75,100,2009
hy,100,100,100,100,100,2009
id,99.45,99.85,99.99,99.65,99.99,2009
ig,99.65,99.9,100,99.78,100,2009
is,100,99.95,100,99.98,100,2009
it,99.7,99.9,100,99.8,100,2009
ja,100,100,100,100,100,2009
jv,98.72,99.85,99.99,99.28,99.99,2009
ka,100,99.9,100,99.95,100,2009
kk,100,98.21,99.98,99.1,100,2009
km,86.67,100,99.85,92.86,99.85,2009
kn,100,99.8,100,99.9,100,2009
ko,94.72,100,99.94,97.29,99.94,2009
ku,99.95,99.85,100,99.9,100,2009
ky,100,98.86,99.99,99.42,100,2009
lg,99.85,98.71,99.99,99.27,100,2009
li,99.28,96.62,99.96,97.93,99.99,2009
ln,99.9,100,100,99.95,100,2009
lo,100,100,100,100,100,2009
lt,100,99.75,100,99.88,100,2009
lv,99.9,99.75,100,99.83,100,2009
mk,99.15,99,99.98,99.08,99.99,2009
ml,100,98.95,99.99,99.47,100,2009
mr,99.5,99.7,99.99,99.6,100,2009
my,100,74.46,99.75,85.36,100,2009
ne,99.25,99.05,99.98,99.15,99.99,2009
nl,97.79,99.05,99.97,98.42,99.98,2009
om,100,99.9,100,99.95,100,2009
or,100,100,100,100,100,2009
pa,100,100,100,100,100,2009
pl,99.75,99.5,99.99,99.63,100,2009
pt,98.37,49.48,98.98,65.84,99.98,4018
qu,99.6,97.96,99.98,98.77,100,2009
ro,99.9,99.85,100,99.88,100,2009
ru,99.95,95.12,99.95,97.48,100,2009
sa,99.95,94.82,99.95,97.32,100,2009
sd,99.6,100,100,99.8,100,2009
si,100,100,100,100,100,2009
sk,99.45,98.41,99.98,98.92,99.99,2009
sl,99.54,97.91,99.97,98.72,100,2009
so,99.95,99.95,100,99.95,100,2009
sr,100,97.71,99.98,98.84,100,2009
su,99.95,98.76,99.99,99.35,100,2009
sv,99.7,99.45,99.99,99.58,100,2009
sw,98.77,99.85,99.99,99.31,99.99,2009
ta,100,99.9,100,99.95,100,2009
te,100,99.8,100,99.9,100,2009
th,100,100,100,100,100,2009
tl,99.5,100,100,99.75,100,2009
tn,99.74,96.07,99.96,97.87,100,2009
tr,99.65,99.45,99.99,99.55,100,2009
ug,99.85,99.9,100,99.88,100,2009
uk,100,95.82,99.96,97.86,100,2009
ur,99.8,100,100,99.9,100,2009
uz,99.9,99.8,100,99.85,100,2009
vi,99.95,100,100,99.98,100,2009
wo,100,99.4,99.99,99.7,100,2009
xh,99.95,97.76,99.98,98.84,100,2009
yi,99.75,100,100,99.88,100,2009
yo,99.85,99.75,100,99.8,100,2009
zh,100,100,100,100,100,6027
Micro,98.31,98.03,99.96,98.17,99.98,202909
Macro,99.35,98.42,99.97,98.77,99.99,202909
