language,precision,recall,accuracy,f1-score,specificity,samples
af,99.17,98.63,99.98,98.9,99.99,2009
am,100,100,100,100,100,2009
ar,100,99.9,99.99,99.95,100,12054
as,100,99.93,100,99.96,100,2009
az,99.98,99.93,100,99.95,100,2009
be,99.95,99.45,99.99,99.7,100,2009
bg,99.78,99.38,99.99,99.58,100,2009
bn,99.41,100,99.99,99.7,99.99,2009
ca,99.78,99.68,99.99,99.73,100,2009
cs,99.11,99.73,99.99,99.42,99.99,2009
cy,99.95,100,100,99.98,100,2009
da,99.77,97.69,99.97,98.72,100,2009
de,99.41,99.85,99.99,99.63,99.99,2009
el,99.88,100,100,99.94,100,2009
en,94.14,99.93,99.94,96.95,99.94,2009
eo,99.6,99.88,99.99,99.74,100,2009
es,97.68,97.29,99.95,97.48,99.98,2009
et,99.83,99.83,100,99.83,100,2009
eu,99.88,100,100,99.94,100,2009
fa,99.8,100,100,99.9,100,2009
fi,99.93,99.7,100,99.81,100,2009
fr,99.63,99.88,100,99.75,100,2009
ga,99.73,100,100,99.86,100,2009
gd,99.88,99.98,100,99.93,100,2009
gl,95.77,97.54,99.93,96.65,99.96,2009
gn,99.58,99.8,99.99,99.69,100,2009
gu,99.98,100,100,99.99,100,2009
ha,99.55,99.8,99.99,99.68,100,2009
he,100,99.9,100,99.95,100,2009
hi,92.54,100,99.92,96.12,99.92,2009
hr,99.13,99.73,99.99,99.43,99.99,2009
ht,99.78,99.88,100,99.83,100,2009
hu,99.85,99.8,100,99.83,100,2009
hy,100,100,100,100,100,2009
id,99.21,99.88,99.99,99.54,99.99,2009
ig,99.75,99.9,100,99.83,100,2009
is,99.88,99.9,100,99.89,100,2009
it,99.58,99.88,99.99,99.73,100,2009
ja,100,100,100,100,100,2009
jv,98.31,99.78,99.98,99.04,99.98,2009
ka,100,100,100,100,100,2009
kk,99.98,99.68,100,99.83,100,2009
km,95.87,100,99.96,97.89,99.96,2009
kn,99.98,99.95,100,99.96,100,2009
ko,98.5,100,99.98,99.25,99.98,2009
ku,99.88,99.88,100,99.88,100,2009
ky,100,99.88,100,99.94,100,2009
lg,99.7,99.2,99.99,99.45,100,2009
li,98.12,97.54,99.96,97.83,99.98,2009
ln,99.98,99.95,100,99.96,100,2009
lo,100,100,100,100,100,2009
lt,99.9,99.95,100,99.93,100,2009
lv,99.93,100,100,99.96,100,2009
mk,99.43,99.65,99.99,99.54,99.99,2009
ml,100,99.85,100,99.93,100,2009
mr,99.65,99.95,100,99.8,100,2009
my,100,83.77,99.84,91.17,100,2009
ne,99.53,99.7,99.99,99.61,100,2009
nl,97.12,98.88,99.96,97.99,99.97,2009
om,99.95,99.95,100,99.95,100,2009
or,100,100,100,100,100,2009
pa,100,100,100,100,100,2009
pl,99.83,99.8,100,99.81,100,2009
pt,96.84,49.9,98.98,65.86,99.97,4018
qu,99.82,99.05,99.99,99.44,100,2009
ro,99.93,99.9,100,99.91,100,2009
ru,99.87,99.13,99.99,99.5,100,2009
sa,100,97.09,99.97,98.52,100,2009
sd,99.85,100,100,99.93,100,2009
si,100,100,100,100,100,2009
sk,99.67,99.03,99.99,99.35,100,2009
sl,99.7,99.23,99.99,99.46,100,2009
so,100,99.95,100,99.98,100,2009
sr,99.88,99.45,99.99,99.66,100,2009
su,99.8,99.1,99.99,99.45,100,2009
sv,99.5,99.5,99.99,99.5,100,2009
sw,99.06,99.93,99.99,99.49,99.99,2009
ta,100,100,100,100,100,2009
te,100,99.9,100,99.95,100,2009
th,100,100,100,100,100,2009
tl,99.43,99.9,99.99,99.66,99.99,2009
tn,99.49,98.03,99.98,98.76,100,2009
tr,99.6,99.85,99.99,99.73,100,2009
ug,100,99.95,100,99.98,100,2009
uk,99.93,99.55,99.99,99.74,100,2009
ur,100,100,100,100,100,2009
uz,99.8,100,100,99.9,100,2009
vi,99.9,100,100,99.95,100,2009
wo,99.8,99.33,99.99,99.56,100,2009
xh,99.8,99.2,99.99,99.5,100,2009
yi,99.95,100,100,99.98,100,2009
yo,99.93,99.5,99.99,99.71,100,2009
zh,100,100,100,100,100,6027
Micro,98.39,98.51,99.97,98.45,99.98,202909
Macro,99.44,98.93,99.98,99.09,99.99,202909
