language,precision,recall,accuracy,f1-score,specificity,samples
af,99.69,99.88,99.99,99.79,100,10000
am,100,86.78,99.99,92.92,100,537
ar,79.21,99.63,99.61,88.25,99.61,10000
as,15,87.29,99.86,25.61,99.87,181
az,99.84,18.38,98.79,31.04,100,10000
be,99.86,97.29,99.96,98.56,100,10000
bg,99.77,99.41,99.99,99.59,100,10000
bn,98.9,74.7,99.61,85.11,99.99,10000
br,98.13,100,99.99,99.05,99.99,2305
ca,99.82,99.68,99.99,99.75,100,10000
cs,99.82,99.22,99.99,99.52,100,10000
cy,99.45,99.94,99.99,99.7,99.99,10000
da,99.14,99.73,99.98,99.43,99.99,10000
de,98.97,99.82,99.98,99.39,99.98,10000
el,99.9,99.58,99.99,99.74,100,10000
en,69.76,99.83,99.36,82.13,99.35,10000
eo,99.53,99.92,99.99,99.73,99.99,10000
es,99.45,99.39,99.98,99.42,99.99,10000
et,99.93,99.86,100,99.89,100,10000
eu,99.92,99.16,99.99,99.54,100,10000
fa,61.55,98.61,99.07,75.79,99.07,10000
fi,99.93,99.93,100,99.93,100,10000
fr,99.48,99.83,99.99,99.66,99.99,10000
ga,99.78,99.96,100,99.87,100,2696
gd,99.58,99.96,100,99.77,100,2620
gl,99.6,99.13,99.98,99.36,99.99,10000
gu,99.99,100,100,100,100,10000
he,100,99.86,100,99.93,100,10000
hi,95.31,99.47,99.92,97.34,99.93,10000
hr,51.26,99.56,98.59,67.68,98.58,10000
hu,99.96,99.78,100,99.87,100,10000
hy,100,99.55,100,99.77,100,1775
id,99.86,99.62,99.99,99.74,100,10000
ig,97.55,99.72,100,98.62,100,359
is,99.85,99.92,100,99.89,100,10000
it,99.71,99.75,99.99,99.73,100,10000
ja,100,99.88,100,99.94,100,10000
ka,100,55.41,99.34,71.31,100,10000
kk,100,92.56,99.89,96.14,100,10000
km,91.89,98.97,99.86,95.3,99.87,10000
kn,99.96,89.73,99.91,94.57,100,6073
ko,64.77,99.95,99.19,78.6,99.18,10000
ku,99.35,19.81,98.81,33.03,100,10000
lt,99.97,99.6,99.99,99.78,100,10000
lv,99.95,99.9,100,99.92,100,10000
mk,99.96,99.34,99.99,99.65,100,10000
ml,99.15,91.71,99.87,95.28,99.99,10000
mn,100,46.12,99.24,63.12,100,9565
mr,97.94,66.24,99.95,79.03,100,1007
my,100,70.41,99.56,82.64,100,10000
ne,99.94,99.6,99.99,99.77,100,10000
nl,99.89,99.75,99.99,99.82,100,10000
no,99.79,99.32,99.99,99.55,100,10000
or,100,96.22,100,98.07,100,185
pl,99.87,99.86,100,99.86,100,10000
ps,17.8,99.82,99.63,30.21,99.63,547
pt,99.6,99.54,99.99,99.57,99.99,10000
ro,99.92,99.81,100,99.86,100,10000
ru,99.96,97.97,99.97,98.95,100,10000
sd,93.78,99.93,99.92,96.76,99.92,7666
si,100,99.99,100,99.99,100,10000
sk,99.78,99.51,99.99,99.64,100,10000
sl,99.32,99.05,99.98,99.18,99.99,10000
so,66.67,25.77,99.97,37.17,100,194
sq,99.84,99.26,99.99,99.55,100,10000
sr,99.8,4.94,98.59,9.41,100,10000
sv,99.79,99.83,99.99,99.81,100,10000
sw,99.8,98.55,99.98,99.17,100,10000
ta,100,84.54,99.77,91.62,100,10000
te,100,92.34,99.89,96.02,100,10000
th,100,99.41,99.99,99.7,100,10000
tl,99.63,92.44,99.88,95.9,99.99,10000
tr,99.54,99.65,99.99,99.6,99.99,10000
uk,99.99,97.48,99.96,98.72,100,10000
ur,90.84,99.92,99.85,95.17,99.85,10000
uz,78.57,100,100,88,100,66
vi,99.86,99.86,100,99.86,100,10000
xh,99.99,100,100,100,100,10000
zh,98.46,98.91,99.96,98.68,99.98,10000
Micro,94.1,92.69,99.87,93.39,99.94,675776
Macro,94.37,91.99,99.84,90.55,99.93,675776
